age,city,country,finalWorth,firstName,gender,industries,lastName,rank,source
49,Palo Alto,United States,2400,Jeff,M,Healthcare,Tangney,1292,healthcare IT
72,Stockholm,Sweden,2400,Lottie,F,Fashion & Retail,Tham,1292,H&M
69,Taipei,Taiwan,2400,T.Y.,M,Finance & Investments,Tsai,1292,finance
34,Almaty,Kazakhstan,2400,Timur,M,Finance & Investments,Turlov,1292,stock brokerage
49,Norwich,United States,2400,Hamdi,M,Food & Beverage,Ulukaya,1292,greek yogurt
77,Neustadt an der Waldnaab,Germany,2400,Peter,M,Automotive,Unger,1292,auto repair
34,San Francisco,United States,2400,Nikil ,M,Technology,Viswanathan,1292,blockchain technology
56,Palo Alto,United States,2400,Anthony,M,Technology,Wood,1292,Roku
67,Beijing,China,2400,Hongwei,M,Diversified,Zhang,1292,"oil, banking"
69,Guangzhou,China,2400,Li,M,Real Estate,Zhang,1292,real estate
58,Ningbo,China,2300,Houshan,M,Energy,Bai,1341,lithium battery
54,London,United Kingdom,2300,Alex,M,Metals & Mining,Beard,1341,"mining, commodities"
69,Cape Town,South Africa,2300,Koos,M,Media & Entertainment,Bekker,1341,"media, investments"
90,Las Vegas,United States,2300,William,M,Gambling & Casinos,Boyd,1341,"casinos, banking"
72,Portland,United States,2300,Timothy,M,Fashion & Retail,Boyle,1341,Columbia Sportswear
69,Delhi,India,2300,Anand,M,Food & Beverage,Burman,1341,consumer goods
63,Singapore,Singapore,2300,Richard,M,Finance & Investments,Chandler,1341,investments
73,Chennai,India,2300,R.G.,M,Food & Beverage,Chandramogan,1341,dairy
60,Seoul,South Korea,2300,Young-sik,M,Healthcare,Cho,1341,diagnostics
52,Hong Kong,Hong Kong,2300,Lam Yiu,F,Manufacturing,Chu,1341,flavorings
78,Gorinchem,Netherlands,2300,Kommer,M,Manufacturing,Damen,1341,shipbuilding
71,Omaha,United States,2300,Henry,M,Food & Beverage,Davis,1341,beef processing
80,Dallas,United States,2300,Ray,M,Energy,Davis,1341,pipelines
62,New York,United States,2300,Stephen,M,Finance & Investments,Feinberg,1341,private equity
73,Sarasota,United States,2300,Kenneth,M,Media & Entertainment,Feld,1341,live entertainment
57,Moscow,Russia,2300,Alexander,M,Metals & Mining,Frolov,1341,"mining, steel"
50,Monaco,Monaco,2300,Mario Germano,M,Healthcare,Giuliani,1341,pharmaceuticals
72,Westmount,Canada,2300,Serge,M,Technology,Godin,1341,information technology
60,New York,United States,2300,Noam,M,Finance & Investments,Gottesman,1341,hedge funds
70,London,United Kingdom,2300,Philip & Cristina,,Fashion & Retail,Green,1341,fashion retail
85,Mumbai,India,2300,Yusuf,M,Healthcare,Hamied,1341,pharmaceuticals
63,Knoxville,United States,2300,Bill,M,Fashion & Retail,Haslam,1341,gas stations
82,Weinheim,Germany,2300,Hans-Werner,M,Technology,Hector,1341,SAP
51,Hanoi,Vietnam,2300,Hung Anh,M,Finance & Investments,Ho,1341,"consumer products, banking"
79,Taipei,Taiwan,2300,Douglas,M,Diversified,Hsu,1341,diversified
54,Ankara,Turkey,2300,Erman,M,Construction & Engineering,Ilicak,1341,construction
58,Shanghai,China,2300,Zhaobai,M,Real Estate,Jiang,1341,real estate
51,La Jolla,United States,2300,Osman,M,Healthcare,Kibar,1341,biotech
39,Hong Kong,Hong Kong,2300,Adam,M,Real Estate,Kwok,1341,real estate
62,Boston,United States,2300,Frank,M,Manufacturing,Laukien,1341,scientific equipment
75,Paris,France,2300,Louis,M,Food & Beverage,Le Duff,1341,bakeries
77,Melbourne,Australia,2300,Solomon,M,Fashion & Retail,Lew,1341,retail
39,Beijing,China,2300,Rubo,M,Technology,Liang,1341,TikTok
57,Foshan,China,2300,Zhaoxian,M,Manufacturing,Liang,1341,appliances
76,Bangkok,Thailand,2300,Prayudh,M,Food & Beverage,Mahagitsiri,1341,"coffee, shipping"
81,Brookville,United States,2300,Clayton,M,Food & Beverage,Mathile,1341,pet food
89,Ulm,Germany,2300,Erwin Franz,M,Fashion & Retail,Mueller,1341,drugstores
98,Ventura,United States,2300,David,M,Food & Beverage,Murdock,1341,"Dole, real estate"
72,Sao Paulo,Brazil,2300,Rubens,M,Energy,Ometto Silveira Mello,1341,"sugar, ethanol"
80,Båstad,Sweden,2300,Erik,M,Real Estate,Paulsson,1341,"construction, real estate"
59,Melbourne,Australia,2300,Heloise,F,Manufacturing,Pratt,1341,"manufacturing, investment"
60,Hangzhou,China,2300,Jianping,M,Manufacturing,Qiu,1341,hand tools
75,Lower-Saxony,Germany,2300,Dirk,M,Fashion & Retail,Rossmann,1341,drugstores
0,Gaildorf,Germany,2300,Karin,F,Technology,Schick,1341,information technology
74,Hurden,Switzerland,2300,Stephan,M,Finance & Investments,Schmidheiny,1341,investments
76,Zhangjiagang,China,2300,Wenrong,M,Metals & Mining,Shen,1341,steel production
59,Urumqi,China,2300,Guangxin,M,Diversified,Sun,1341,diversified
72,Yantai,China,2300,Mengquan,M,Food & Beverage,Sun,1341,edible oil
51,Pittsburgh,United States,2300,Thomas,M,Media & Entertainment,Tull,1341,"movies, investments"
83,Atlanta,United States,2300,Ted,M,Media & Entertainment,Turner,1341,cable television
83,New York,United States,2300,David,M,Real Estate,Walentas,1341,real estate
55,Ningde,China,2300,Yingming,M,Energy,Wu,1341,batteries
54,Guangzhou,China,2300,Yingzhuo,M,Food & Beverage,Xu,1341,agribusiness
64,Vaduz,Liechtenstein,2300,Christoph,M,Healthcare,Zeller,1341,dental materials
72,Chaozhou,China,2300,Wanzhen,M,Manufacturing,Zhang,1341,electronics components
52,Shanghai,China,2300,Xiaojuan,F,Logistics,Zhang,1341,logistics
76,Turks and Caicos Islands,Turks and Caicos Islands,2200,Michael,M,Finance & Investments,Ashcroft,1397,security
30,New York,United States,2200,Alex,M,Technology,Atallah,1397,online marketplace
62,Paradise Island,Bahamas,2200,Brett,M,Fashion & Retail,Blundy,1397,"retail, agribusiness"
49,San Francisco,United States,2200,Chris,M,Finance & Investments,Britt,1397,fintech
57,Lianyungang,China,2200,Junda,M,Healthcare,Cen,1397,pharmaceuticals
74,Delhi,India,2200,Yadu Hari,M,Manufacturing,Dalmia,1397,cement
68,Hangzhou,China,2200,Zhenggang,M,Diversified,Dou,1397,"energy, chemicals"
58,Shenzhen,China,2200,Weimin,M,Healthcare,Du,1397,vaccines
31,New York,United States,2200,Devin ,M,Technology,Finzer,1397,online marketplace
71,Singapore,Singapore,2200,Robert,M,Metals & Mining,Friedland,1397,mining
85,Miami Beach,United States,2200,Phillip,M,Healthcare,Frost,1397,pharmaceuticals
63,Los Angeles,United States,2200,Jeffrey,M,Finance & Investments,Gundlach,1397,investments
46,London,United Kingdom,2200,John,M,Metals & Mining,Hancock,1397,mining
60,Berlin,Germany,2200,Georg,M,Fashion & Retail,Haub,1397,retail
71,Valencia,Spain,2200,Hortensia,F,Fashion & Retail,Herrero,1397,supermarkets
61,Malibu,United States,2200,B. Wayne,M,Real Estate,Hughes,1397,storage facilities
66,Los Angeles,United States,2200,Bruce,M,Finance & Investments,Karsh,1397,private equity
56,Tel Aviv,Israel,2200,Shlomo,M,Technology,Kramer,1397,"software, investments"
30,Hong Kong,Hong Kong,2200,Jonathan,M,Real Estate,Kwok,1397,Real Estate
81,Lyon,France,2200,Christian,M,Finance & Investments,Latouche,1397,accounting services
49,Hong Kong,Hong Kong,2200,Martin,M,Technology,Lau,1397,e-commerce
56,Shenzhen,China,2200,Wa,M,Real Estate,Li,1397,real estate
54,Shanghai,China,2200,Xinjun,M,Diversified,Liang,1397,conglomerate
81,Taipei,Taiwan,2200,Chang Su-O,F,Real Estate,Lin,1397,real estate
60,Linyi,China,2200,Fanlian,M,Energy,Lin,1397,"energy, real estate"
53,Bayannur,China,2200,Lairong,M,Metals & Mining,Lin,1397,iron ore mining
53,New York,United States,2200,Daniel,M,Food & Beverage,Lubetzky,1397,snack bars
75,New York,United States,2200,Howard,M,Finance & Investments,Marks,1397,private equity
72,Hunts Point,United States,2200,Craig,M,Telecom,McCaw,1397,telecom
76,Greenwich,United States,2200,Vincent,M,Sports,McMahon,1397,entertainment
42,Beijing,China,2200,Rongjun,M,Technology,Mu,1397,e-commerce
65,Providence,United States,2200,Jonathan,M,Finance & Investments,Nelson,1397,private equity
45,Brisbane,Australia,2200,Bianca,F,Metals & Mining,Rinehart,1397,mining
35,Sydney,Australia,2200,Ginia,F,Metals & Mining,Rinehart,1397,mining
55,Istanbul,Turkey,2200,Filiz,F,Diversified,Sahenk,1397,diversified
67,Bangalore,India,2200,S.D.,M,Technology,Shibulal,1397,software services
54,Moscow,Russia,2200,Alexander,M,Finance & Investments,Svetakov,1397,real estate
47,Larchmont,United States,2200,Jeffrey,M,Finance & Investments,Talpins,1397,hedge fund
68,Hefei,China,2200,Ming,M,Technology,Tian,1397,measuring instruments
52,Singapore,Singapore,2200,Arvind,M,Energy,Tiku,1397,"oil & gas, investments"
55,Krefeld,Germany,2200,Torsten,M,Fashion & Retail,Toeller,1397,pet food
45,Malibu,United States,2200,Riaz,M,Finance & Investments,Valani,1397,e-cigarettes
52,Amsterdam,Netherlands,2200,Pieter,M,Technology,van der Does,1397,payments software
76,Sydney,Australia,2200,Lang,M,Real Estate,Walker,1397,real estate
36,New York,United States,2200,Hope,F,Metals & Mining,Welker,1397,mining
55,Fuzhou,China,2200,Bingkun,M,Fashion & Retail,Xie,1397,pearlescent pigments
81,Ypsilanti,United States,2200,William,M,Manufacturing,Young,1397,plastics
45,Shenzhen,China,2200,Jian,M,Energy,Zhou,1397,solar energy equipment
0,Leicester,United Kingdom,2100,Bill and Jean,,Fashion & Retail,Adderley,1445,home furnishings
93,London,United Kingdom,2100,Mohamed,M,Fashion & Retail,Al Fayed,1445,"retail, investments"
74,Doha,Qatar,2100,Faisal Bin Qassim,M,Diversified,Al Thani,1445,"hotels, diversified"
56,Tokyo,Japan,2100,Masaaki,M,Real Estate,Arai,1445,home sales
46,Moscow region,Russia,2100,Tatyana,F,Fashion & Retail,Bakalchuk,1445,ecommerce
65,Fort Worth,United States,2100,Lee,M,Energy,Bass,1445,"oil, investments"
81,Bergamo,Italy,2100,Alberto,M,Automotive,Bombassei,1445,automotive brakes
60,Austin,United States,2100,Jim,M,Technology,Breyer,1445,venture capital
69,London,United Kingdom,2100,Ron,M,Finance & Investments,Burkle,1445,"supermarkets, investments"
51,Shanghai,China,2100,Huwen,M,Manufacturing,Chen,1445,stationery
51,Shanghai,China,2100,Huxiong,M,Manufacturing,Chen,1445,stationery
61,Tongxiang,China,2100,Xuehua,M,Metals & Mining,Chen,1445,nonferrous
86,Taipei,Taiwan,2100,Bruce,M,Technology,Cheng,1445,electronics
36,Bal Harbour,United States,2100,Ryan,M,Finance & Investments,Cohen,1445,investments
71,Dublin,Ireland,2100,Dermot,M,Finance & Investments,Desmond,1445,finance
33,Miami,United States,2100,Fred,M,Finance & Investments,Ehrsam,1445,cryptocurrency exchange
46,Turin,Italy,2100,John,M,Finance & Investments,Elkann,1445,"FIAT, investments"
77,Surfers Paradise,Australia,2100,Bob,M,Real Estate,Ell,1445,real estate
63,Huzhou,China,2100,Xiaoliang,M,Healthcare,Fang,1445,biotech
84,Melbourne,Australia,2100,Lindsay,M,Logistics,Fox,1445,"logistics, real estate"
64,Belvedere,United States,2100,Gary,M,Fashion & Retail,Friedman,1445,Furniture retail
88,San Francisco,United States,2100,Gordon,M,Energy,Getty,1445,Getty Oil
77,Durham,United States,2100,Dennis,M,Healthcare,Gillings,1445,clinical trials
64,Mumbai,India,2100,Harsh,M,Diversified,Goenka,1445,diversified
91,Melbourne,Australia,2100,David,M,Finance & Investments,Hains,1445,Investments
55,Geneva,Switzerland,2100,Bahaa,M,Real Estate,Hariri,1445,"real estate, investments"
77,Tel Aviv,Israel,2100,Shmuel,M,Automotive,Harlap,1445,automotive
82,Sydney,Australia,2100,Gerry,M,Fashion & Retail,Harvey,1445,retail
54,Palo Alto,United States,2100,Reid,M,Technology,Hoffman,1445,LinkedIn
57,Hangzhou,China,2100,Juncheng,M,Healthcare,Hou,1445,cosmetics
79,Saint Petersburg,United States,2100,Thomas,M,Finance & Investments,James,1445,finance
75,Osaka,Japan,2100,Eiichi,M,Logistics,Kuriwada,1445,package delivery
67,Singapore,Singapore,2100,Leng Kee,M,Diversified,Kwek,1445,diversified
47,Quanzhou,China,2100,Shixian,M,Fashion & Retail,Lai,1445,sports apparel
86,"Tawau, Sabah",Malaysia,2100,Cho Kun,M,Diversified,Lau,1445,"palm oil, property"
54,Seoul,South Korea,2100,Hae-jin,M,Technology,Lee,1445,Internet
67,Bangkok,Thailand,2100,Harald,M,Diversified,Link,1445,diversified
65,Shanghai,China,2100,Xiucai,M,Manufacturing,Liu,1445,chemicals
46,Panzhihua,China,2100,Yangyong,M,Metals & Mining,Luo,1445,mining
60,Miami,United States,2100,Igor,M,Energy,Makarov,1445,investments
62,Tel Aviv,Israel,2100,Alexander,M,Finance & Investments,Mamut,1445,investments
50,Stockholm,Sweden,2100,David,M,Real Estate,Mindus,1445,real estate
68,Tokyo,Japan,2100,Yuji,M,Technology,Otsuka,1445,"copy machines, software"
68,Brisbane,Australia,2100,Clive,M,Metals & Mining,Palmer,1445,mining
64,Mumbai,India,2100,Ajay,M,Manufacturing,Parekh,1445,adhesives
83,Mumbai,India,2100,Narendrakumar,M,Manufacturing,Parekh,1445,adhesives
51,Beijing,China,2100,Xiangdong,M,Technology,Qi,1445,software
65,Hangzhou,China,2100,Jianhua,M,Manufacturing,Ren,1445,kitchen appliances
95,El Cerrito,United States,2100,Alice,F,Healthcare,Schwartz,1445,biotech
72,Surabaya,Indonesia,2100,Peter,M,Finance & Investments,Sondakh,1445,investments
55,Yantai,China,2100,Fei,M,Manufacturing,Song,1445,machinery
74,Chestnut Hill,United States,2100,Timothy,M,Healthcare,Springer,1445,biotech
73,Shantou,China,2100,Suyu,F,Real Estate,Su,1445,"utilities, real estate"
69,Manila,Philippines,2100,Elizabeth,F,Diversified,Sy,1445,diversified
72,Singapore,Singapore,2100,Sukanto,M,Diversified,Tanoto,1445,diversified
61,Saratoga,United States,2100,Jayshree,F,Technology,Ullal,1445,computer networking
64,Dubai,United Arab Emirates,2100,Sunny,M,Service,Varkey,1445,education
56,Bangalore,India,2100,Jitendra,M,Real Estate,Virwani,1445,real estate
90,Zhengzhou,China,2100,Ren-sheng,M,Fashion & Retail,Wang,1445,retail
65,Quanzhou,China,2100,Wenmo,M,Fashion & Retail,Wang,1445,sports apparel
72,Taipei,Taiwan,2100,Thomas,M,Finance & Investments,Wu,1445,finance
57,Xianyang,China,2100,Ying,M,Manufacturing,Wu,1445,materials
51,Wilson,United States,2100,Amy,F,Healthcare,Wyss,1445,medical equipment
58,Wenzhou,China,2100,Guangming,M,Manufacturing,Xiang,1445,waste disposal
56,Hangzhou,China,2100,Shugen,M,Manufacturing,Xu,1445,"construction, mining machinery"
39,Changsha,China,2100,Steven Meng,M,Technology,Yang,1445,electronics
53,Windsor,Canada,2100,Clayton,M,Manufacturing,Zekelman,1445,steel
47,Beijing,China,2100,Hongfei,M,Technology,Zhao,1445,software
97,Palm Beach,United States,2000,S. Daniel,M,Food & Beverage,Abraham,1513,Slim-Fast
61,Casablanca,Morocco,2000,Aziz,M,Diversified,Akhannouch,1513,"petroleum, diversified"
48,London,United Kingdom,2000,Andrey,M,Technology,Andreev,1513,online dating
68,Manila,Philippines,2000,Ramon,M,Food & Beverage,Ang,1513,diversified
45,Rio de Janeiro,Brazil,2000,Guilherme,M,Finance & Investments,Benchimol,1513,financial services
86,Rio de Janeiro,Brazil,2000,Julio,M,Finance & Investments,Bozano,1513,banking
27,Miami,United States,2000,Ryan,M,Technology,Breslow,1513,e-commerce software
43,Shangyu,China,2000,Jianwei,M,Manufacturing,Cao,1513,semiconductors
80,Boston,United States,2000,Herb,M,Automotive,Chambers,1513,car dealerships
61,Hong Kong,Hong Kong,2000,Daniel,M,Energy,Chiu,1513,oil & gas
61,Cupertino,United States,2000,Tim,M,Technology,Cook,1513,Apple
68,Solomeo,Italy,2000,Brunello,M,Fashion & Retail,Cucinelli,1513,fashion
49,London,United Kingdom,2000,Georgi,M,Diversified,Domuschiev,1513,"animal health, investments"
52,London,United Kingdom,2000,Kiril,M,Diversified,Domuschiev,1513,"animal health, investments"
64,New York,United States,2000,Glenn,M,Finance & Investments,Dubin,1513,hedge funds
61,Hattiesburg,United States,2000,James,M,Diversified,Duff,1513,"tires, diversified"
65,Hattiesburg,United States,2000,Thomas,M,Diversified,Duff,1513,"tires, diversified"
77,Clearwater,United States,2000,Robert,M,Healthcare,Duggan,1513,pharmaceuticals
87,Monaco,Monaco,2000,Maria Franca,F,Food & Beverage,Fissolo,1513,"Nutella, chocolates"
59,Ningbo,China,2000,Mingkang,M,Manufacturing,Fu,1513,manufacturing
65,Toronto,Canada,2000,Jay,M,Finance & Investments,Hennick,1513,real estate finance
42,Seattle,United States,2000,Orion,M,Technology,Hindawi,1513,software
55,Shanghai,China,2000,Qi,M,Real Estate,Ji,1513,"hotels, motels"
61,Seoul,South Korea,2000,Chang-soo,M,Fashion & Retail,Kim,1513,apparel
52,Almaty,Kazakhstan,2000,Vyacheslav,M,Finance & Investments,Kim,1513,fintech
74,Kuala Lumpur,Malaysia,2000,Kam Hon,M,Manufacturing,Kuan,1513,rubber gloves
50,Grimisuat,Switzerland,2000,Egor,M,Healthcare,Kulkov,1513,pharmaceuticals
36,New York City,United States,2000,Josh,M,Finance & Investments,Kushner,1513,venture capital
76,Lake Worth,United States,2000,Henry,M,Finance & Investments,Laufer,1513,hedge funds
78,New York,United States,2000,Thomas,M,Finance & Investments,Lee,1513,private equity
71,Burlington,Canada,2000,Michael,M,Finance & Investments,Lee-Chin,1513,mutual funds
53,Foshan,China,2000,Xuhui,F,Food & Beverage,Li,1513,soy sauce
70,Kuala Lumpur,Malaysia,2000,Kok Thay,M,Gambling & Casinos,Lim,1513,casinos
68,Rio de Janeiro,Brazil,2000,Joao Roberto,M,Media & Entertainment,Marinho,1513,media
66,Rio de Janeiro,Brazil,2000,Jose Roberto,M,Media & Entertainment,Marinho,1513,media
74,Rio de Janeiro,Brazil,2000,Roberto Irineu,M,Media & Entertainment,Marinho,1513,media
56,St. Louis,United States,2000,Jim,M,Technology,McKelvey,1513,mobile payments
88,Hong Kong,Hong Kong,2000,Robert,M,Fashion & Retail,Miller,1513,retail
74,New York,United States,2000,David,M,Fashion & Retail,Nahmad,1513,art collection
75,Madrid,Spain,2000,Florentino,M,Construction & Engineering,Perez,1513,construction
71,Chicago,United States,2000,Jennifer,F,Finance & Investments,Pritzker,1513,"hotels, investments"
68,Missoula,United States,2000,Linda,F,Service,Pritzker,1513,"hotels, investments"
64,Hyderabad,India,2000,P.V. Ramprasad,M,Healthcare,Reddy,1513,pharmaceuticals
75,Atlanta,United States,2000,Joe,M,Food & Beverage,Rogers,1513,Waffle House
86,Shangyu,China,2000,Shuilong,M,Manufacturing,Ruan,1513,chemicals
87,Las Vegas,United States,2000,Phil,M,Diversified,Ruffin,1513,"casinos, real estate"
69,Mumbai,India,2000,Vinod,M,Manufacturing,Saraf,1513,chemicals
80,Herzogenaurach,Germany,2000,Maria-Elisabeth,F,Automotive,Schaeffler-Thumann,1513,auto parts
56,Beijing,China,2000,Genhuo,M,Food & Beverage,Shao,1513,agribusiness
74,Yixing,China,2000,Xiqiang,M,Energy,Shen,1513,chemical
94,Tainan,Taiwan,2000,Wen-long,M,Manufacturing,Shi,1513,plastics
72,Dubai,United Arab Emirates,2000,Thaksin,M,Finance & Investments,Shinawatra,1513,investments
54,Moscow,Russia,2000,Alexander,M,Logistics,Skorobogatko,1513,"real estate, airport"
66,Darmstadt,Germany,2000,Sylvia,F,Fashion & Retail,Stroeher,1513,cosmetics
75,Bangkok,Thailand,2000,Wichai,M,Finance & Investments,Thongtang,1513,investments
61,Dallas,United States,2000,Todd,M,Media & Entertainment,Wagner,1513,online media
62,Nanjing,China,2000,Jianguo,M,Fashion & Retail,Wang,1513,retail
67,Hangzhou,China,2000,Shuifu,M,Manufacturing,Wang,1513,Manufacturing
65,Beijing,China,2000,Wenbiao,M,Manufacturing,Wang,1513,"natural gas, fertilizers"
44,Los Angeles,United States,2000,Kanye,M,Fashion & Retail,West,1513,"music, sneakers"
50,San Francisco,United States,2000,Evan,M,Technology,Williams,1513,Twitter
48,Xiamen,China,2000,Zhongyi,M,Technology,Wu,1513,electronics
49,Wuxi,China,2000,Zhihan,M,Technology,Xu,1513,electronics
49,Wuhan,China,2000,Zhi,M,Real Estate,Yan,1513,real estate
72,Hong Kong,Hong Kong,2000,Michael,M,Fashion & Retail,Ying,1513,retail
51,Shenzhen,China,2000,Liping,F,Healthcare,Yuan,1513,pharmaceuticals
79,Pune,India,1900,Anu,F,Construction & Engineering,Aga,1579,engineering
65,Cochin,India,1900,Joy,M,Fashion & Retail,Alukkas,1579,jewelry
72,Ankara,Turkey,1900,Sezai,M,Diversified,Bacaksiz,1579,diversified
52,Dongguan,China,1900,Baokun,M,Manufacturing,Bai,1579,hardware
49,Haridwar,India,1900,Acharya,M,Food & Beverage,Balkrishna,1579,consumer goods
82,Jakarta,Indonesia,1900,Kiki,M,Energy,Barki,1579,coal
78,Aberdyfi,United Kingdom,1900,John,M,Diversified,Bloor,1579,"real estate, manufacturing"
81,Rome,Italy,1900,Nicola,M,Fashion & Retail,Bulgari,1579,luxury goods
77,Manantiales,Uruguay,1900,Alejandro,M,Energy,Bulgheroni,1579,oil & gas
0,Guangzhou,China,1900,Kaichen,M,Manufacturing,Chen,1579,household chemicals
70,Mexico City,Mexico,1900,Fernando,M,Service,Chico Pardo,1579,airport management
75,Sao Paulo,Brazil,1900,Jose Luis,M,Food & Beverage,Cutrale,1579,orange juice
59,Madrid,Spain,1900,D. Leopoldo,M,Construction & Engineering,Del Pino,1579,construction
62,North Salem,United States,1900,James,M,Finance & Investments,Dinan,1579,hedge funds
73,Paris,France,1900,Francois,M,Automotive,Feuillet,1579,"motorhomes, RVs"
68,Nanping,China,1900,Guangming,M,Food & Beverage,Fu,1579,poultry
80,Greenwich,United States,1900,Mario,M,Finance & Investments,Gabelli,1579,money management
74,Geneva,Switzerland,1900,Reinold,M,Fashion & Retail,Geiger,1579,beauty products
68,Leshan,China,1900,Zhenggang,M,Manufacturing,He,1579,chemicals
80,Mexico City,Mexico,1900,Roberto,M,Finance & Investments,Hernandez Ramirez,1579,"banking, investments"
69,Shanghai,China,1900,Kin Hong,M,Real Estate,Hoi,1579,real estate
63,Hangzhou,China,1900,Qiaoling,M,Media & Entertainment,Huang,1579,amusement parks
74,Franklin,United States,1900,Willis,M,Automotive,Johnson,1579,damaged cars
71,Bangkok,Thailand,1900,Keeree,M,Real Estate,Kanjanapas,1579,transportation
42,Anyang,South Korea,1900,Dae-il,M,Technology,Kim,1579,mobile gaming
46,,South Korea,1900,Hyoung-nyon,M,Finance & Investments,Kim,1579,fintech
61,Verkhniaya Pyshma,Russia,1900,Andrei,M,Metals & Mining,Kozitsyn,1579,metals
70,Hong Kong,Hong Kong,1900,Thomas,M,Real Estate,Kwok,1579,real estate
69,Lanzhou,China,1900,Jufang,F,Healthcare,Lei,1579,pharmaceuticals
60,Monsey,United States,1900,David,M,Real Estate,Lichtenstein,1579,real estate
55,Beijing,China,1900,Dingqiang,M,Real Estate,Lin,1579,real estate
46,Almaty,Kazakhstan,1900,Mikhail,M,Finance & Investments,Lomtadze,1579,fintech
0,Beijing,China,1900,Melissa,F,Technology,Ma,1579,Internet search
46,Chiba,Japan,1900,Yusaku,M,Technology,Maezawa,1579,online retail
40,Stockholm,Sweden,1900,Katarina,F,Diversified,Martinson,1579,investments
67,Shenzhen,China,1900,Shouliang,M,Real Estate,Miao,1579,real estate
87,Spilamberto,Italy,1900,Romano,M,Diversified,Minozzi,1579,"utilities, diversified"
62,Sao Paulo,Brazil,1900,Pedro,M,Diversified,Moreira Salles,1579,"banking, minerals"
59,Moscow,Russia,1900,Alexander,M,Finance & Investments,Nesis,1579,"metals, banking, fertilizers"
58,Ho Chi Minh City,Vietnam,1900,Dang Quang,M,Food & Beverage,Nguyen,1579,"consumer products, banking"
74,Singapore,Singapore,1900,Hong Leong,M,Finance & Investments,Oei,1579,investments
72,Ankara,Turkey,1900,Nihat,M,Diversified,Ozdemir,1579,diversified
56,Sydney,Australia,1900,Gretel,F,Media & Entertainment,Packer,1579,casinos
52,Shenzhen,China,1900,Benjamin Zhengmin,M,Technology,Pan,1579,electronics
61,Kiev,Ukraine,1900,Victor,M,Metals & Mining,Pinchuk,1579,"steel pipes, diversified"
57,Moscow,Russia,1900,Alexander,M,Logistics,Ponomarenko,1579,"real estate, airport"
60,Hangzhou,China,1900,Jinxing,M,Real Estate,Qi,1579,real estate
52,Alpine,United States,1900,Larry,M,Finance & Investments,Robbins,1579,hedge funds
80,Palm Beach,United States,1900,Dwight,M,Construction & Engineering,Schar,1579,"homebuilding, NFL team"
48,Beijing,China,1900,Yifeng,M,Healthcare,Shi,1579,medical cosmetics
48,Shanghai,China,1900,Hongjun,M,Technology,Sun,1579,semiconductors
51,Bangalore,India,1900,Anand,M,Healthcare,Surana,1579,pharmaceuticals
56,Bangalore,India,1900,Dilip,M,Healthcare,Surana,1579,pharmaceuticals
72,Jakarta,Indonesia,1900,Djoko,M,Fashion & Retail,Susanto,1579,supermarkets
72,Jinjiang,China,1900,Man Bok,M,Manufacturing,Sze,1579,hygiene products
74,Paris,France,1900,Alain,M,Real Estate,Taravella,1579,real estate development
68,Allendorf,Germany,1900,Martin,M,Manufacturing,Viessmann,1579,heating and cooling equipment
55,London,United Kingdom,1900,Georg,M,Finance & Investments,von Opel,1579,"real estate, investments"
56,Beijing,China,1900,Changtian,M,Media & Entertainment,Wang,1579,"TV, movie production"
66,Zhengzhou,China,1900,Chaobin,M,Real Estate,Wang,1579,real estate
81,Yunlin,Taiwan,1900,Chou-hsiong,M,Manufacturing,Wang,1579,footwear
53,Urumchi,China,1900,Xiaoshen,M,Manufacturing,Wang,1579,lithium
63,Shanghai,China,1900,Yin-Heng,M,Food & Beverage,Wei,1579,"food, beverages"
63,Beijing,China,1900,Xiangdong,M,Technology,Xue,1579,software
71,Suzhou,China,1900,Fugen,M,Manufacturing,Yuan,1579,metal processing
48,Atlanta,United States,1900,David,M,Technology,Zalik,1579,financial technology
78,Houston,United States,1800,Leslie,M,Sports,Alexander,1645,sports team
51,Yekaterinburg,Russia,1800,Igor,M,Metals & Mining,Altushkin,1645,metals
73,Santiago,Chile,1800,Roberto,M,Diversified,Angelini Rossi,1645,"forestry, mining"
51,Melbourne,Australia,1800,Nigel,M,Fashion & Retail,Austin,1645,retail
53,Seoul,South Korea,1800,Jun-hyuk,M,Media & Entertainment,Bang,1645,online gaming
57,New York,United States,1800,O. Francis,M,Finance & Investments,Biondi,1645,hedge funds
48,Seoul,South Korea,1800,Byung-gyu,M,Technology,Chang,1645,online games
0,Taipei,Taiwan,1800,Kuo-Ming,M,Logistics,Chang,1645,Transportation
54,Guangzhou,China,1800,Gang,M,Energy,Chen,1645,solar energy
46,Shanghai,China,1800,Liying,F,Logistics,Chen,1645,package delivery
70,Weihai,China,1800,Xueli,M,Healthcare,Chen,1645,pharmaceuticals
51,Beijing,China,1800,Yufeng,M,Technology,Chi,1645,software
61,London,United Kingdom,1800,Mark,M,Finance & Investments,Coombs,1645,finance
64,Palo Alto,United States,1800,Tench,M,Finance & Investments,Coxe,1645,venture capital
67,Blaricum,Netherlands,1800,John,M,Media & Entertainment,de Mol,1645,TV programs
52,Sao Paulo,Brazil,1800,Alfredo,M,Finance & Investments,Egydio Arruda Villela Filho,1645,banking
59,Istanbul,Turkey,1800,Ibrahim,M,Manufacturing,Erdemoglu,1645,carpet
